restaurant_id,restaurant_name,category,city,rating
96,Restaurant_96,Cafe,Delhi,3.9
97,Restaurant_97,Bakery,Ahmedabad,4.5
98,Restaurant_98,Biryani,Delhi,4.8
99,Restaurant_99,Cafe,Hyderabad,2.7
100,Restaurant_100,Bakery,Jaipur,2.9
101,Restaurant_101,Biryani,Chennai,3.0
102,Restaurant_102,South Indian,Jaipur,2.9
103,Restaurant_103,Chinese,Mumbai,3.7
104,Restaurant_104,Cafe,Chennai,4.5
105,Restaurant_105,Cafe,Pune,4.8
106,Restaurant_106,North Indian,Ahmedabad,3.7
107,Restaurant_107,Chinese,Ahmedabad,4.0
108,Restaurant_108,Biryani,Mumbai,4.7
109,Restaurant_109,North Indian,Delhi,4.0
110,Restaurant_110,Biryani,Ahmedabad,4.6
111,Restaurant_111,Biryani,Delhi,3.0
112,Restaurant_112,South Indian,Mumbai,
113,Restaurant_113,Biryani,Kolkata,3.0
114,Restaurant_114,Biryani,Kolkata,3.1
115,Restaurant_115,South Indian,Pune,2.8
116,Restaurant_116,North Indian,Delhi,3.7
117,Restaurant_117,Cafe,Kolkata,4.6
118,Restaurant_118,Fast Food,Pune,2.9
119,Restaurant_119,Fast Food,Bengaluru,4.3
120,Restaurant_120,South Indian,Ahmedabad,4.5
121,Restaurant_121,Chinese,Mumbai,4.6
122,Restaurant_122,Biryani,Pune,4.6
123,Restaurant_123,Chinese,Kolkata,4.0
124,Restaurant_124,Cafe,Hyderabad,3.7
125,Restaurant_125,Biryani,Pune,
126,Restaurant_126,Fast Food,Jaipur,
127,Restaurant_127,Cafe,Delhi,
128,Restaurant_128,Cafe,Ahmedabad,3.5
129,Restaurant_129,Chinese,Kolkata,3.8
130,Restaurant_130,Biryani,Kolkata,3.7
131,Restaurant_131,Cafe,Ahmedabad,3.1
132,Restaurant_132,Bakery,Bengaluru,2.9
133,Restaurant_133,Biryani,Hyderabad,4.8
134,Restaurant_134,Fast Food,Jaipur,3.3
135,Restaurant_135,Bakery,Hyderabad,2.7
136,Restaurant_136,South Indian,Chennai,2.5
137,Restaurant_137,Fast Food,Ahmedabad,4.3
138,Restaurant_138,North Indian,Ahmedabad,3.5
139,Restaurant_139,Biryani,Chennai,4.2
140,Restaurant_140,North Indian,Hyderabad,3.7
141,Restaurant_141,Chinese,Delhi,3.4
142,Restaurant_142,Fast Food,Chennai,4.8
143,Restaurant_143,Cafe,Kolkata,4.7
144,Restaurant_144,Chinese,Pune,3.7
145,Restaurant_145,North Indian,Hyderabad,3.6
146,Restaurant_146,South Indian,Kolkata,
147,Restaurant_147,Cafe,Hyderabad,4.4
148,Restaurant_148,Chinese,Ahmedabad,2.9
149,Restaurant_149,North Indian,Hyderabad,4.3
150,Restaurant_150,Biryani,Ahmedabad,4.1
151,Restaurant_151,Cafe,Jaipur,2.8
152,Restaurant_152,Biryani,Ahmedabad,
153,Restaurant_153,South Indian,Jaipur,
154,Restaurant_154,Bakery,Ahmedabad,4.5
155,Restaurant_155,North Indian,Bengaluru,2.7
156,Restaurant_156,South Indian,Pune,3.9
157,Restaurant_157,Bakery,Hyderabad,4.8
158,Restaurant_158,NORTH INDIAN,Chennai,4.3
159,Restaurant_159,Fast Food,Hyderabad,3.7
160,Restaurant_160,Fast Food,Jaipur,4.5
161,Restaurant_161,Cafe,Jaipur,3.5
162,Restaurant_162,North Indian,Kolkata,3.3
163,Restaurant_163,Fast Food,Ahmedabad,3.5
164,Restaurant_164,Cafe,Delhi,4.2
165,Restaurant_165,Fast Food,Bengaluru,3.9
166,Restaurant_166,Biryani,Ahmedabad,4.4
167,Restaurant_167,Fast Food,Delhi,3.5
168,Restaurant_168,Chinese,Jaipur,2.9
169,Restaurant_169,Fast Food,Ahmedabad,3.6
170,Restaurant_170,Chinese,Pune,4.7
171,Restaurant_171,Fast Food,Pune,4.4
172,Restaurant_172,Bakery,Hyderabad,4.4
173,Restaurant_173,South Indian,Pune,
174,Restaurant_174,Bakery,Mumbai,4.8
175,Restaurant_175,South Indian,Bengaluru,3.1
176,Restaurant_176,Bakery,Chennai,
177,Restaurant_177,Chinese,Chennai,3.8
178,Restaurant_178,Fast Food,Kolkata,2.7
179,Restaurant_179,Cafe,Bengaluru,4.4
180,Restaurant_180,BAKERY,Hyderabad,4.2
181,Restaurant_181,Cafe,Kolkata,4.9
182,Restaurant_182,Chinese,Delhi,4.6
183,Restaurant_183,FAST FOOD,Kolkata,3.8
184,Restaurant_184,Bakery,Delhi,3.3
185,Restaurant_185,South Indian,Hyderabad,2.8
186,Restaurant_186,Cafe,Chennai,4.3
187,Restaurant_187,Cafe,Mumbai,3.6
188,Restaurant_188,Bakery,Jaipur,4.6
189,Restaurant_189,Biryani,Hyderabad,3.7
190,Restaurant_190,Biryani,Bengaluru,
191,Restaurant_191,Fast Food,Hyderabad,4.2
192,Restaurant_192,North Indian,Ahmedabad,3.7
193,Restaurant_193,South Indian,Ahmedabad,3.4
194,Restaurant_194,Fast Food,Delhi,2.9
195,Restaurant_195,Bakery,Delhi,3.9
196,Restaurant_196,Cafe,Jaipur,4.1
197,Restaurant_197,South Indian,Kolkata,3.9
198,Restaurant_198,Chinese,Pune,3.0
199,Restaurant_199,South Indian,Bengaluru,4.2
200,Restaurant_200,Fast Food,Chennai,4.6
201,Restaurant_201,North Indian,Pune,4.1
202,Restaurant_202,Cafe,Bengaluru,3.4
203,Restaurant_203,Bakery,Chennai,3.4
204,Restaurant_204,Fast Food,Jaipur,
205,Restaurant_205,Bakery,Kolkata,
206,Restaurant_206,North Indian,Ahmedabad,3.2
207,Restaurant_207,Cafe,Mumbai,3.9
208,Restaurant_208,Fast Food,Chennai,4.6
209,Restaurant_209,CHINESE,Hyderabad,3.1
210,Restaurant_210,SOUTH INDIAN,Bengaluru,
211,Restaurant_211,North Indian,Kolkata,4.4
212,Restaurant_212,Fast Food,Hyderabad,4.8
213,Restaurant_213,Chinese,Kolkata,4.8
214,Restaurant_214,SOUTH INDIAN,Jaipur,3.8
215,Restaurant_215,Cafe,Chennai,
216,Restaurant_216,North Indian,Pune,
217,Restaurant_217,Cafe,Mumbai,3.8
218,Restaurant_218,South Indian,Kolkata,3.0
219,Restaurant_219,South Indian,Jaipur,4.6
220,Restaurant_220,North Indian,Bengaluru,3.2
221,Restaurant_221,Fast Food,Kolkata,3.1
222,Restaurant_222,Bakery,Mumbai,4.1
223,Restaurant_223,Chinese,Chennai,4.0
224,Restaurant_224,Biryani,Delhi,3.5
225,Restaurant_225,Bakery,Hyderabad,3.8
226,Restaurant_226,Cafe,Chennai,3.6
227,Restaurant_227,Fast Food,Hyderabad,4.2
228,Restaurant_228,North Indian,Bengaluru,3.9
229,Restaurant_229,South Indian,Chennai,3.6
230,Restaurant_230,Biryani,Jaipur,3.6
231,Restaurant_231,Chinese,Hyderabad,2.8
232,Restaurant_232,Bakery,Kolkata,3.2
233,Restaurant_233,Bakery,Kolkata,3.7
234,Restaurant_234,Chinese,Chennai,4.6
235,Restaurant_235,Chinese,Mumbai,3.1
236,Restaurant_236,North Indian,Hyderabad,3.6
237,Restaurant_237,Fast Food,Bengaluru,4.3
238,Restaurant_238,Biryani,Pune,4.6
239,Restaurant_239,Fast Food,Pune,4.6
240,Restaurant_240,Cafe,Delhi,2.7
241,Restaurant_241,Fast Food,Jaipur,4.8
242,Restaurant_242,North Indian,Pune,
243,Restaurant_243,CHINESE,Mumbai,2.9
244,Restaurant_244,Bakery,Bengaluru,3.0
245,Restaurant_245,Biryani,Chennai,2.9
246,Restaurant_246,Biryani,Mumbai,
247,Restaurant_247,Fast Food,Mumbai,3.1
248,Restaurant_248,South Indian,Mumbai,4.1
249,Restaurant_249,Biryani,Chennai,3.3
250,Restaurant_250,Bakery,Hyderabad,4.3
251,Restaurant_251,Bakery,Kolkata,3.8
252,Restaurant_252,Biryani,Hyderabad,3.5
253,Restaurant_253,North Indian,Bengaluru,3.0
254,Restaurant_254,Cafe,Jaipur,3.1
255,Restaurant_255,Bakery,Hyderabad,3.1
256,Restaurant_256,North Indian,Pune,3.2
257,Restaurant_257,Fast Food,Kolkata,4.6
258,Restaurant_258,Chinese,Bengaluru,3.5
259,Restaurant_259,Fast Food,Hyderabad,2.8
260,Restaurant_260,North Indian,Hyderabad,4.2
261,Restaurant_261,NORTH INDIAN,Delhi,3.8
262,Restaurant_262,South Indian,Jaipur,4.0
263,Restaurant_263,Biryani,Bengaluru,4.7
264,Restaurant_264,South Indian,Chennai,4.8
265,Restaurant_265,Bakery,Ahmedabad,4.7
266,Restaurant_266,Chinese,Kolkata,2.6
267,Restaurant_267,Chinese,Hyderabad,2.8
268,Restaurant_268,Biryani,Delhi,3.5
269,Restaurant_269,Chinese,Kolkata,3.5
270,Restaurant_270,North Indian,Ahmedabad,4.1
271,Restaurant_271,Chinese,Mumbai,3.3
272,Restaurant_272,Cafe,Delhi,4.6
273,Restaurant_273,Biryani,Pune,2.7
274,Restaurant_274,Fast Food,Delhi,2.5
275,Restaurant_275,Chinese,Hyderabad,3.1
276,Restaurant_276,Cafe,Pune,3.2
277,Restaurant_277,Bakery,Jaipur,
278,Restaurant_278,Chinese,Kolkata,4.3
279,Restaurant_279,North Indian,Mumbai,4.3
280,Restaurant_280,Bakery,Hyderabad,3.9
281,Restaurant_281,Fast Food,Mumbai,4.1
282,Restaurant_282,South Indian,Chennai,4.1
283,Restaurant_283,Bakery,Ahmedabad,4.6
284,Restaurant_284,Biryani,Ahmedabad,3.6
285,Restaurant_285,Bakery,Delhi,4.3
286,Restaurant_286,South Indian,Bengaluru,
287,Restaurant_287,Bakery,Chennai,
288,Restaurant_288,South Indian,Bengaluru,3.4
289,Restaurant_289,Cafe,Ahmedabad,4.7
290,Restaurant_290,Cafe,Delhi,4.8
291,Restaurant_291,Bakery,Pune,2.5
292,Restaurant_292,Cafe,Jaipur,4.0
293,Restaurant_293,North Indian,Bengaluru,3.2
294,Restaurant_294,Fast Food,Pune,3.9
295,Restaurant_295,Bakery,Bengaluru,2.5
296,Restaurant_296,Chinese,Delhi,3.0
297,Restaurant_297,Biryani,Ahmedabad,4.5
298,Restaurant_298,Fast Food,Pune,
299,Restaurant_299,Biryani,Kolkata,4.4
300,Restaurant_300,Biryani,Mumbai,4.1
301,Restaurant_301,Fast Food,Mumbai,3.7
302,Restaurant_302,Biryani,Delhi,4.6
303,Restaurant_303,Biryani,Kolkata,4.4
304,Restaurant_304,Fast Food,Chennai,3.8
305,Restaurant_305,South Indian,Chennai,3.4
306,Restaurant_306,Chinese,Chennai,3.4
307,Restaurant_307,Cafe,Mumbai,4.4
308,Restaurant_308,Bakery,Kolkata,2.6
309,Restaurant_309,South Indian,Mumbai,4.3
310,Restaurant_310,Bakery,Mumbai,3.6
311,Restaurant_311,Cafe,Mumbai,4.0
312,Restaurant_312,Biryani,Kolkata,4.0
313,Restaurant_313,Bakery,Hyderabad,4.4
314,Restaurant_314,Cafe,Hyderabad,4.6
315,Restaurant_315,Cafe,Kolkata,3.8
316,Restaurant_316,North Indian,Ahmedabad,3.2
317,Restaurant_317,Bakery,Jaipur,4.1
318,Restaurant_318,SOUTH INDIAN,Delhi,2.6
319,Restaurant_319,Biryani,Jaipur,4.1
320,Restaurant_320,Biryani,Pune,3.9
321,Restaurant_321,Chinese,Mumbai,4.1
322,Restaurant_322,South Indian,Hyderabad,
323,Restaurant_323,Biryani,Delhi,4.4
324,Restaurant_324,Fast Food,Mumbai,4.0
325,Restaurant_325,Bakery,Hyderabad,4.8
326,Restaurant_326,Chinese,Kolkata,3.5
327,Restaurant_327,Fast Food,Chennai,3.8
328,Restaurant_328,Biryani,Kolkata,3.7
329,Restaurant_329,South Indian,Mumbai,3.6
330,Restaurant_330,Chinese,Hyderabad,3.3
331,Restaurant_331,Bakery,Mumbai,3.0
332,Restaurant_332,South Indian,Kolkata,2.8
333,Restaurant_333,Cafe,Ahmedabad,4.6
334,Restaurant_334,Chinese,Jaipur,4.2
335,Restaurant_335,South Indian,Ahmedabad,3.2
336,Restaurant_336,Chinese,Jaipur,3.2
337,Restaurant_337,South Indian,Ahmedabad,4.4
338,Restaurant_338,Biryani,Hyderabad,4.3
339,Restaurant_339,Biryani,Kolkata,3.8
340,Restaurant_340,Chinese,Chennai,
341,Restaurant_341,Biryani,Kolkata,3.0
342,Restaurant_342,Fast Food,Mumbai,3.7
343,Restaurant_343,South Indian,Ahmedabad,3.0
344,Restaurant_344,Bakery,Delhi,4.6
345,Restaurant_345,Chinese,Pune,4.2
346,Restaurant_346,Bakery,Jaipur,2.8
347,Restaurant_347,Fast Food,Jaipur,2.7
348,Restaurant_348,Cafe,Chennai,4.4
349,Restaurant_349,Chinese,Kolkata,2.9
350,Restaurant_350,North Indian,Mumbai,3.4
351,Restaurant_351,North Indian,Jaipur,
352,Restaurant_352,North Indian,Hyderabad,3.3
353,Restaurant_353,North Indian,Hyderabad,4.0
354,Restaurant_354,Cafe,Bengaluru,3.8
355,Restaurant_355,South Indian,Pune,3.9
356,Restaurant_356,South Indian,Mumbai,3.7
357,Restaurant_357,Cafe,Mumbai,4.2
358,Restaurant_358,South Indian,Pune,2.7
359,Restaurant_359,Fast Food,Bengaluru,4.8
360,Restaurant_360,South Indian,Ahmedabad,2.8
361,Restaurant_361,Cafe,Jaipur,4.1
362,Restaurant_362,Chinese,Delhi,
363,Restaurant_363,South Indian,Pune,2.8
364,Restaurant_364,Chinese,Ahmedabad,4.6
365,Restaurant_365,Biryani,Mumbai,4.2
366,Restaurant_366,Chinese,Chennai,
367,Restaurant_367,Bakery,Hyderabad,3.5
368,Restaurant_368,Fast Food,Jaipur,4.9
369,Restaurant_369,Fast Food,Bengaluru,4.1
370,Restaurant_370,Biryani,Mumbai,2.9
371,Restaurant_371,Fast Food,Kolkata,2.7
372,Restaurant_372,South Indian,Jaipur,4.1
373,Restaurant_373,Cafe,Hyderabad,
374,Restaurant_374,Chinese,Chennai,3.0
375,Restaurant_375,North Indian,Chennai,2.8
376,Restaurant_376,South Indian,Kolkata,2.6
377,Restaurant_377,Bakery,Mumbai,3.1
378,Restaurant_378,Fast Food,Mumbai,3.5
379,Restaurant_379,South Indian,Ahmedabad,4.4
380,Restaurant_380,Biryani,Bengaluru,2.9
381,Restaurant_381,BIRYANI,Chennai,3.1
382,Restaurant_382,Biryani,Ahmedabad,2.6
383,Restaurant_383,Chinese,Pune,3.1
384,Restaurant_384,Fast Food,Mumbai,3.3
385,Restaurant_385,Bakery,Mumbai,2.8
386,Restaurant_386,South Indian,Hyderabad,3.6
387,Restaurant_387,BIRYANI,Pune,2.9
388,Restaurant_388,South Indian,Delhi,2.6
389,Restaurant_389,FAST FOOD,Jaipur,4.4
390,Restaurant_390,Chinese,Pune,4.9
391,Restaurant_391,Biryani,Pune,4.6
392,Restaurant_392,Bakery,Kolkata,3.6
393,Restaurant_393,North Indian,Ahmedabad,
394,Restaurant_394,Fast Food,Jaipur,3.8
395,Restaurant_395,Cafe,Kolkata,
396,Restaurant_396,Chinese,Bengaluru,4.9
397,Restaurant_397,Fast Food,Kolkata,4.2
398,Restaurant_398,Chinese,Hyderabad,2.6
399,Restaurant_399,North Indian,Hyderabad,4.3
400,Restaurant_400,Chinese,Chennai,4.8
401,Restaurant_401,CAFE,Delhi,2.7
402,Restaurant_402,South Indian,Ahmedabad,3.8
403,Restaurant_403,South Indian,Bengaluru,4.5
404,Restaurant_404,South Indian,Pune,4.3
405,Restaurant_405,Chinese,Kolkata,4.1
406,Restaurant_406,Biryani,Bengaluru,4.4
407,Restaurant_407,North Indian,Ahmedabad,4.8
408,Restaurant_408,South Indian,Kolkata,3.8
409,Restaurant_409,South Indian,Hyderabad,3.4
410,Restaurant_410,Bakery,Jaipur,3.2
411,Restaurant_411,South Indian,Kolkata,3.8
412,Restaurant_412,Biryani,Ahmedabad,3.9
413,Restaurant_413,South Indian,Pune,2.7
414,Restaurant_414,Fast Food,Kolkata,2.5
415,Restaurant_415,North Indian,Ahmedabad,3.5
416,Restaurant_416,Chinese,Jaipur,3.2
417,Restaurant_417,Fast Food,Kolkata,3.9
418,Restaurant_418,Cafe,Kolkata,3.5
419,Restaurant_419,Fast Food,Ahmedabad,3.6
420,Restaurant_420,Fast Food,Delhi,
421,Restaurant_421,Fast Food,Pune,3.4
422,Restaurant_422,Chinese,Chennai,4.5
423,Restaurant_423,Bakery,Pune,3.1
424,Restaurant_424,Biryani,Chennai,4.4
425,Restaurant_425,Biryani,Hyderabad,3.5
426,Restaurant_426,Bakery,Ahmedabad,
427,Restaurant_427,Cafe,Jaipur,3.4
428,Restaurant_428,Fast Food,Chennai,3.3
429,Restaurant_429,Fast Food,Kolkata,3.6
430,Restaurant_430,North Indian,Jaipur,3.3
431,Restaurant_431,Bakery,Chennai,4.9
432,Restaurant_432,Chinese,Chennai,3.6
433,Restaurant_433,Cafe,Chennai,2.7
434,Restaurant_434,North Indian,Bengaluru,3.3
435,Restaurant_435,South Indian,Mumbai,
436,Restaurant_436,South Indian,Jaipur,4.1
437,Restaurant_437,Chinese,Jaipur,4.0
438,Restaurant_438,Biryani,Pune,2.9
439,Restaurant_439,Fast Food,Mumbai,2.6
440,Restaurant_440,Biryani,Pune,4.3
441,Restaurant_441,Fast Food,Delhi,3.1
442,Restaurant_442,Fast Food,Chennai,3.1
443,Restaurant_443,Biryani,Mumbai,
444,Restaurant_444,South Indian,Kolkata,4.3
445,Restaurant_445,Bakery,Ahmedabad,4.8
446,Restaurant_446,Biryani,Ahmedabad,3.9
447,Restaurant_447,Cafe,Hyderabad,4.8
448,Restaurant_448,Cafe,Pune,3.9
449,Restaurant_449,Chinese,Mumbai,3.8
450,Restaurant_450,Chinese,Delhi,4.9
451,Restaurant_451,CAFE,Delhi,3.0
452,Restaurant_452,South Indian,Hyderabad,3.3
453,Restaurant_453,Chinese,Pune,3.8
454,Restaurant_454,North Indian,Mumbai,2.5
455,Restaurant_455,Bakery,Pune,4.5
456,Restaurant_456,North Indian,Hyderabad,2.8
457,Restaurant_457,South Indian,Ahmedabad,3.2
458,Restaurant_458,North Indian,Jaipur,2.8
459,Restaurant_459,Fast Food,Pune,3.2
460,Restaurant_460,Chinese,Delhi,3.0
461,Restaurant_461,North Indian,Hyderabad,4.2
462,Restaurant_462,South Indian,Pune,3.1
463,Restaurant_463,Chinese,Delhi,2.9
464,Restaurant_464,BIRYANI,Kolkata,3.6
465,Restaurant_465,Cafe,Delhi,4.1
466,Restaurant_466,South Indian,Hyderabad,
467,Restaurant_467,North Indian,Mumbai,2.7
468,Restaurant_468,Bakery,Hyderabad,3.7
469,Restaurant_469,Bakery,Kolkata,2.7
470,Restaurant_470,North Indian,Bengaluru,3.2
471,Restaurant_471,South Indian,Hyderabad,4.6
472,Restaurant_472,Bakery,Delhi,2.5
473,Restaurant_473,Cafe,Pune,3.5
474,Restaurant_474,Fast Food,Kolkata,3.9
475,Restaurant_475,South Indian,Kolkata,4.7
476,Restaurant_476,Cafe,Pune,4.7
477,Restaurant_477,Biryani,Jaipur,3.1
478,Restaurant_478,Fast Food,Pune,4.9
479,Restaurant_479,Cafe,Mumbai,4.3
480,Restaurant_480,Bakery,Bengaluru,
481,Restaurant_481,Chinese,Chennai,3.2
482,Restaurant_482,North Indian,Pune,3.8
483,Restaurant_483,Bakery,Hyderabad,3.2
484,Restaurant_484,South Indian,Ahmedabad,4.5
485,Restaurant_485,North Indian,Ahmedabad,4.2
486,Restaurant_486,Bakery,Chennai,4.7
487,Restaurant_487,Bakery,Ahmedabad,3.9
488,Restaurant_488,Bakery,Chennai,3.4
489,Restaurant_489,Biryani,Pune,2.8
490,Restaurant_490,Chinese,Delhi,3.8
491,Restaurant_491,Chinese,Pune,4.6
492,Restaurant_492,Fast Food,Jaipur,4.9
493,Restaurant_493,Biryani,Kolkata,4.8
494,Restaurant_494,South Indian,Jaipur,
495,Restaurant_495,Bakery,Hyderabad,3.8
496,Restaurant_496,Biryani,Ahmedabad,2.7
497,Restaurant_497,Chinese,Bengaluru,4.2
498,Restaurant_498,North Indian,Hyderabad,4.2
499,Restaurant_499,Chinese,Ahmedabad,3.3
500,Restaurant_500,Fast Food,Mumbai,3.7
501,Restaurant_501,Biryani,Kolkata,4.1
502,Restaurant_502,Bakery,Mumbai,3.2
503,Restaurant_503,South Indian,Hyderabad,3.7
504,Restaurant_504,Bakery,Ahmedabad,2.7
505,Restaurant_505,Fast Food,Kolkata,
506,Restaurant_506,Fast Food,Ahmedabad,
507,Restaurant_507,North Indian,Pune,4.6
508,Restaurant_508,Bakery,Pune,3.8
509,Restaurant_509,South Indian,Chennai,3.1
510,Restaurant_510,Biryani,Delhi,2.7
511,Restaurant_511,NORTH INDIAN,Pune,4.2
512,Restaurant_512,Cafe,Bengaluru,4.7
513,Restaurant_513,Fast Food,Pune,2.9
514,Restaurant_514,Cafe,Chennai,4.6
515,Restaurant_515,North Indian,Bengaluru,
516,Restaurant_516,Biryani,Hyderabad,4.1
517,Restaurant_517,Fast Food,Ahmedabad,4.4
518,Restaurant_518,Bakery,Mumbai,4.7
519,Restaurant_519,North Indian,Jaipur,3.6
520,Restaurant_520,South Indian,Kolkata,
521,Restaurant_521,Bakery,Pune,
522,Restaurant_522,South Indian,Jaipur,3.4
523,Restaurant_523,North Indian,Kolkata,
524,Restaurant_524,Bakery,Ahmedabad,2.6
525,Restaurant_525,Chinese,Mumbai,4.5
526,Restaurant_526,Chinese,Pune,4.5
527,Restaurant_527,Bakery,Bengaluru,2.6
528,Restaurant_528,Bakery,Jaipur,
529,Restaurant_529,Bakery,Pune,3.2
530,Restaurant_530,Chinese,Bengaluru,4.8
531,Restaurant_531,Chinese,Pune,3.4
532,Restaurant_532,Bakery,Kolkata,3.8
533,Restaurant_533,Biryani,Kolkata,3.5
534,Restaurant_534,Chinese,Pune,3.0
535,Restaurant_535,Biryani,Mumbai,
536,Restaurant_536,Bakery,Bengaluru,4.4
537,Restaurant_537,Fast Food,Delhi,4.3
538,Restaurant_538,North Indian,Kolkata,4.2
539,Restaurant_539,Bakery,Kolkata,4.3
540,Restaurant_540,Cafe,Pune,4.5
541,Restaurant_541,Chinese,Chennai,4.5
542,Restaurant_542,Cafe,Mumbai,4.7
543,Restaurant_543,South Indian,Jaipur,3.5
544,Restaurant_544,Bakery,Hyderabad,
545,Restaurant_545,North Indian,Ahmedabad,4.7
546,Restaurant_546,Biryani,Pune,3.5
547,Restaurant_547,Fast Food,Hyderabad,4.5
548,Restaurant_548,Chinese,Mumbai,3.6
549,Restaurant_549,South Indian,Ahmedabad,4.0
550,Restaurant_550,South Indian,Pune,4.5
551,Restaurant_551,Bakery,Jaipur,2.6
552,Restaurant_552,Biryani,Ahmedabad,3.9
553,Restaurant_553,Cafe,Ahmedabad,3.8
554,Restaurant_554,Biryani,Kolkata,4.1
555,Restaurant_555,Biryani,Chennai,3.9
556,Restaurant_556,North Indian,Pune,3.0
557,Restaurant_557,Fast Food,Ahmedabad,4.3
